Locality,Longitude,Latitude,Unit,Plane Type,strike,dip,altitude (m)
5-3-19-12,103.001954,32.970097, Tr, Bedding,207,42,3574.392297
5-3-19-12,103.001979,32.970085, Tr, Bedding,195,51,3574.646271
5-3-19-10,102.995575,32.976164, Tr, Bedding,46,76,3562.150283
5-3-19-10,102.995851,32.976418, Tr, Bedding,237,75,3557.989635
5-3-19-10,102.995814,32.976427, Tr, Bedding,49,51,3556.395691
5-3-19-9,102.9686,33.007404, Tr, Bedding,88,41,3534.913662
5-3-19-9,102.934613,33.019989, Tr, Bedding,353,69,3591.269206
5-3-19-9,102.934452,33.020184, Fault, Fault,166,50,3583.502071
5-3-19-9,102.934472,33.020195, Fault, Fault,156,77,3584.92432
5-3-19-9,102.934451,33.020154, Fault, Fault,159,54,3581.64462
5-3-19-9,102.934464,33.020147, Tr, Bedding,357,50,3582.345931
5-3-19-8,102.919823,33.05042, Tr, Bedding,82,63,3558.208828
5-3-19-8,102.919071,33.051962, Tr, Bedding,80,71,3550.665221
5-3-19-8,102.901405,33.045934, Tr, Bedding,263,37,3569.703533
5-3-19-8,102.901318,33.045872, Fault, Fault,319,54,3573.248211
5-3-19-8,102.901331,33.045908, Fault, Fault,285,47,3576.020428
5-3-19-8,102.901153,33.045985, Tr, Bedding,224,56,3561.757244
5-3-19-8,102.901161,33.045958, Fault, Fault,189,51,3575.774822
5-3-19-7,102.87198,33.063699, Fault, Fault,316,60,3586.960857
5-3-19-7,102.871944,33.063554, Fault, Fault,332,54,3582.093391
5-3-19-7,102.871959,33.063556, Fault, Fault,328,51,3579.582943
5-3-19-7,102.872097,33.063589, Fault, Fault,164,74,3578.927585
5-3-19-7,102.872042,33.063562, Fault, Fault,170,76,3579.212307
5-3-19-7,102.871805,33.0633, Tr, Bedding,326,44,3579.379357
5-3-19-7,102.871812,33.063353, Tr, Bedding,338,53,3580.021556
5-3-19-6,102.83387,33.08069, Fault, Fault,151,81,3546.233807
5-3-19-6,102.833897,33.08078, Fault, Fault,299,75,3540.52322
5-3-19-9,102.945169,32.985004, Fault, Fault,286,67,3539.447159
5-3-19-6,102.833853,33.080711, Fault, Fault,81,87,3540.118822
5-3-19-6,102.833847,33.080689, Fault, Fault,98,54,3539.466994
5-3-19-6,102.833875,33.080685, Tr, Bedding,158,77,3540.067927
5-3-19-5,102.776689,33.096734, Tr, Bedding,334,48,3522.542367
5-3-19-5,102.776605,33.096821, Tr, Bedding,340,44,3522.529166
5-3-19-5,102.77661,33.096806, Tr, Bedding,292,20,3523.432591
5-3-19-5,102.775231,33.093752, Tr, Bedding,98,44,3522.584093
5-3-19-5,102.775231,33.093752, Tr, Bedding,103,40,3522.584093
5-3-19-4,102.749869,33.0853, Tr, Bedding,40,31,3505.294528
5-3-19-4,102.749645,33.08507, Tr, Bedding,41,33,3508.283465
5-3-19-4,102.74996,33.085172, Tr, Bedding,56,39,3500.517776
5-3-19-3,102.744419,33.085734, Tr, Bedding,23,16,3494.84046
5-3-19-3,102.744354,33.085691, Tr, Bedding,30,23,3497.61302
5-3-19-2,102.697132,33.091808, Tr, Bedding,98,53,3492.141206
5-3-19-2,102.697187,33.091824, Tr, Bedding,91,61,3487.684017
5-3-19-1,102.655585,33.094189, Tr, Bedding,100,54,3495.862182
5-3-19-1,102.655669,33.094177, Tr, Bedding,92,55,3494.521509
5-3-19-1,102.631616,33.107555, Fault, Fault,24,71,3491.050625
5-3-19-1,102.631612,33.107558, Fault, Fault,18,74,3491.694912
5-3-19-1,102.631584,33.107537, Tr, Bedding,111,61,3485.122825
5-3-19-1,102.631584,33.107537, Fault, Fault,132,71,3485.122825
5-3-19-1,102.631573,33.10753, Fault, Fault,337,79,3479.533563
5-3-19-1,102.631564,33.107529, Fault, Fault,126,68,3479.568096
5-3-19-1,102.631781,33.107527, Tr, Bedding,115,50,3478.148146
5-2-19-11,102.667779,32.898305, Tr, Bedding,48,39,3490.334377
5-2-19-11,102.675042,32.900959, Tr, Bedding,219,56,3488.801492
5-2-19-11,102.72522,32.913929, Tr, Bedding,37,75,3513.811611
5-2-19-11,102.725296,32.913922, Tr, Bedding,25,68,3514.870205
5-2-19-11,102.725384,32.9139, Tr, Bedding,26,43,3508.731289
5-2-19-11,102.725481,32.913821, Tr, Bedding,37,74,3506.143887
5-2-19-10,102.742002,32.924379, Tr, Bedding,199,21,3508.3204
5-2-19-10,102.742157,32.924479, Fault, Fault,116,76,3508.420254
5-2-19-10,102.742103,32.924458, Tr, Bedding,216,21,3514.404385
5-2-19-10,102.75151,32.926112, Fault, Fault,64,51,3500.461269
5-2-19-10,102.75149,32.926121, Fault, Fault,56,57,3500.706142
5-2-19-10,102.751703,32.926175, Fault, Fault,41,73,3507.671719
5-2-19-10,102.751708,32.926177, Fault, Fault,36,70,3506.970303
5-2-19-10,102.75171,32.926173, Fault, Fault,61,73,3506.69418
5-2-19-10,102.751743,32.926177, Fault, Fault,55,75,3506.691494
5-2-19-10,102.751765,32.926197, Tr, Bedding,229,74,3506.860195
5-2-19-10,102.751799,32.926291, Fault, Fault,53,71,3500.836025
5-2-19-10,102.751807,32.926292, Fault, Fault,64,37,3496.538174
5-2-19-10,102.751807,32.926292, Fault, Fault,74,45,3496.538174
5-2-19-10,102.751973,32.926329, Fault, Fault,55,76,3519.669236
5-2-19-10,102.751964,32.926329, Fault, Fault,56,83,3519.824526
5-2-19-10,102.752146,32.926376, Tr, Bedding,199,67,3519.462198
5-2-19-10,102.752223,32.92645, Fault, Fault,95,75,3519.559834
5-2-19-10,102.752236,32.926455, Fault, Fault,94,77,3520.336558
5-2-19-10,102.752242,32.926531, Fault, Fault,61,67,3514.695156
5-2-19-10,102.752318,32.926492, Fault, Fault,76,84,3522.266201
5-2-19-10,102.752367,32.926513, Fault, Fault,246,81,3514.183881
5-2-19-10,102.752393,32.92647, Fault, Fault,73,85,3514.828792
5-2-19-10,102.752392,32.926491, Fault, Fault,76,85,3515.059552
5-2-19-10,102.752392,32.926491, Fault, Fault,75,83,3515.059552
5-2-19-10,102.752403,32.926531, Fault, Fault,47,87,3512.628074
5-2-19-10,102.752439,32.926511, Fault, Fault,251,89,3513.193447
5-2-19-10,102.752412,32.926495, Fault, Fault,73,77,3506.551846
5-2-19-10,102.752436,32.926532, Fault, Fault,64,81,3503.071377
5-2-19-10,102.75238,32.926523, Fault, Fault,91,62,3502.705166
5-2-19-10,102.7535,32.926868, Fault, Fault,88,57,3524.660615
5-2-19-10,102.753526,32.926915, Fault, Fault,65,71,3524.359816
5-2-19-10,102.753526,32.926915, Fault, Fault,72,70,3524.359816
5-2-19-10,102.75349,32.926912, Fault, Fault,59,51,3523.496954
5-2-19-10,102.753505,32.926891, Fault, Fault,72,64,3523.321755
5-2-19-10,102.75349,32.926892, Fault, Fault,70,77,3524.550693
5-2-19-10,102.753512,32.926895, Fault, Fault,62,86,3522.543568
5-2-19-10,102.753432,32.92692, Tr, Bedding,237,61,3523.321509
5-2-19-9,102.813185,32.88296, Tr, Bedding,264,34,3556.864994
5-2-19-9,102.821633,32.872419, Tr, Bedding,345,30,3560.709805
5-2-19-9,102.852502,32.856515, Fault, Fault,212,75,3590.798491
5-2-19-9,102.852502,32.856537, Fault, Fault,245,89,3591.237052
5-2-19-9,102.852502,32.856528, Fault, Fault,59,89,3592.828733
5-2-19-9,102.852496,32.856554, Fault, Fault,248,57,3592.173575
5-2-19-9,102.852497,32.856538, Fault, Fault,242,65,3591.82985
5-2-19-9,102.852521,32.856529, Fault, Fault,228,89,3592.260206
5-2-19-9,102.852521,32.856529, Fault, Fault,66,86,3592.260206
5-2-19-9,102.852521,32.856529, Fault, Fault,47,88,3592.260206
5-2-19-9,102.852521,32.856529, Fault, Fault,54,88,3592.260206
5-2-19-9,102.85255,32.856583, Tr, Bedding,242,47,3595.594255
5-2-19-9,102.864456,32.832179, Tr, Bedding,262,37,3573.960229
5-2-19-9,102.858067,32.823868, Tr, Bedding,259,38,3578.969859
5-2-19-8,102.847944,32.803905, Tr, Bedding,243,41,3582.057468
5-2-19-8,102.848862,32.795959, Tr, Bedding,224,53,3585.052144
5-2-19-8,102.847505,32.792303, Tr, Bedding,39,47,3585.052144
5-2-19-8,102.847516,32.792093, Tr, Bedding,30,55,3586.316959
5-2-19-8,102.847517,32.792097, Tr, Bedding,30,51,3585.402832
5-2-19-8,102.848623,32.789329, Tr, Bedding,233,59,3583.173178
5-2-19-8,102.848607,32.789386, Tr, Bedding,202,70,3585.710438
5-2-19-8,102.848234,32.775577, Tr, Bedding,238,6,3589.8434
5-2-19-7,102.842023,32.771681, Fault, Fault,251,26,3597.568734
5-2-19-7,102.842039,32.771681, Fault, Fault,232,33,3597.137159
5-2-19-7,102.842047,32.771685, Fault, Fault,208,26,3598.29626
5-2-19-7,102.840806,32.771417, Fault, Fault,266,14,3602.975561
5-2-19-7,102.840806,32.771417, Tr, Bedding,339,5,3602.975561
5-2-19-7,102.835665,32.76725, Tr, Bedding,239,53,3600.781067
5-2-19-7,102.834383,32.766626, Fault, Fault,265,78,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,256,68,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,269,52,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,273,68,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,249,46,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,250,36,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,249,37,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,248,53,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,244,59,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,258,70,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,269,46,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,261,41,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,240,69,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,262,53,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,257,56,3604.047607
5-2-19-7,102.834383,32.766626, Fault, Fault,260,58,3604.047607
5-2-19-7,102.834383,32.766626, Tr, Bedding,269,30,3604.047607
5-2-19-7,102.834602,32.766752, Fault, Fault,253,57,3600.004108
5-2-19-7,102.834581,32.766746, Fault, Fault,248,73,3600.487517
5-2-19-7,102.834569,32.766762, Fault, Fault,249,57,3599.907981
5-2-19-7,102.834569,32.766762, Fault, Fault,259,60,3599.907981
5-2-19-7,102.834548,32.766747, Tr, Bedding,258,43,3600.156483
5-2-19-7,102.834671,32.766785, Tr, Bedding,253,45,3597.434594
5-2-19-7,102.834736,32.766784, Tr, Bedding,256,32,3596.099895
5-2-19-7,102.835223,32.766943, Tr, Bedding,259,23,3592.878913
5-2-19-6,102.525541,32.537515, Tr, Bedding,206,53,3648.051206
5-2-19-6,102.525552,32.537507, Tr, Bedding,204,51,3652.249018
5-2-19-6,102.52508,32.537421, Tr, Bedding,169,79,3652.476318
5-2-19-5,102.503816,32.535306, Tr, Bedding,232,36,3645.673541
5-2-19-4,102.367422,32.514134, Tr, Bedding,331,86,3550.17123
5-2-19-4,102.367422,32.514134, Tr, Bedding,4,71,3550.17123
5-2-19-4,102.367476,32.514136, Fault, Fault,357,77,3552.947753
5-2-19-4,102.36747,32.514151, Fault, Fault,353,65,3553.513271
5-2-19-4,102.367985,32.514237, Fault, Fault,7,83,3557.869012
5-2-19-4,102.367985,32.514237, Fault, Fault,13,82,3557.869012
5-2-19-4,102.367985,32.514237, Fault, Fault,131,44,3557.869012
5-2-19-4,102.367985,32.514237, Fault, Fault,176,74,3557.869012
5-2-19-4,102.367985,32.514237, Fault, Fault,173,70,3557.869012
5-2-19-4,102.367978,32.514231, Fault, Fault,184,73,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,142,64,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,176,73,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,157,66,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,170,63,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,146,52,3558.404255
5-2-19-4,102.367978,32.514231, Fault, Fault,163,65,3558.404255
5-2-19-4,102.367991,32.514219, Fault, Fault,150,50,3557.41654
5-2-19-4,102.368003,32.514242, Fault, Fault,138,45,3558.471544
5-2-19-4,102.368002,32.514249, Fault, Fault,143,48,3557.232456
5-2-19-4,102.368042,32.514102, Fault, Fault,148,84,3552.27412
5-2-19-3,102.367404,32.708209, Fault, Fault,272,47,3528.541367
5-2-19-3,102.367409,32.708184, Fault, Fault,279,80,3517.859238
5-2-19-3,102.367409,32.708184, Fault, Fault,92,84,3517.859238
5-2-19-3,102.367087,32.70793, Tr, Bedding,92,60,3515.982933
5-2-19-2,102.40113,32.727729, Tr, Bedding,150,34,3514.009544
5-2-19-2,102.40112,32.727731, Tr, Bedding,120,37,3513.088017
5-2-19-2,102.401164,32.727756, Tr, Bedding,90,46,3511.748506
5-2-19-1,102.412332,32.742003, Tr, Bedding,157,25,3509.06472
5-2-19-1,102.412507,32.742074, Tr, Bedding,80,35,3509.682884
5-2-19-1,102.412524,32.742055, Tr, Bedding,132,47,3504.632306
5-2-19-1,102.412705,32.742075, Tr, Bedding,111,30,3508.566167
5-2-19-1,102.412733,32.742047, Fault, Fault,115,68,3512.165113
5-1-19-9,103.601294,32.676745, Tr, Foliation,155,68,2885.594082
5-1-19-9,103.601002,32.676968, Fault, Fault,8,71,2887.41785
5-1-19-9,103.600993,32.676962, Fault, Fault,1,71,2882.512783
5-1-19-9,103.600993,32.676962, Fault, Fault,3,82,2882.512783
5-1-19-9,103.601048,32.676955, Fault, Fault,10,87,2882.265073
5-1-19-9,103.601032,32.676965, Fault, Fault,8,86,2884.372034
5-1-19-9,103.600988,32.67694, Fault, Fault,11,64,2878.884449
5-1-19-9,103.600979,32.676935, Fault, Fault,5,80,2883.321818
5-1-19-9,103.601022,32.676931, Fault, Fault,11,83,2886.262291
5-1-19-9,103.601088,32.67695, Fault, Fault,26,58,2883.442715
5-1-19-9,103.601088,32.67695, Fault, Fault,23,63,2883.442715
5-1-19-9,103.601076,32.676856, Fault, Fault,0,49,2880.781017
5-1-19-9,103.601076,32.676856, Fault, Fault,9,63,2880.781017
5-1-19-9,103.601034,32.676835, Fault, Fault,357,54,2880.145688
5-1-19-9,103.60105,32.676844, Fault, Fault,157,82,2880.475766
5-1-19-9,103.601071,32.676836, Fault, Fault,296,83,2883.180996
5-1-19-9,103.601071,32.676836, Fault, Fault,294,79,2883.180996
5-1-19-9,103.601071,32.676836, Fault, Fault,267,72,2883.180996
5-1-19-9,103.60107,32.676833, Tr, Bedding,162,61,2882.92709
5-1-19-8,103.549727,32.34531, Fault, Fault,143,62,2649.547474
5-1-19-8,103.549754,32.345352, Fault, Fault,136,53,2649.347523
5-1-19-8,103.549987,32.345667, Fault, Fault,140,52,2621.813831
5-1-19-8,103.549352,32.345386, Tr, Overturned bedding,109,48,2639.106556
5-1-19-8,103.549381,32.345406, Fault, Fault,120,43,2648.101185
5-1-19-8,103.549374,32.345421, Fault, Fault,140,68,2645.708607
5-1-19-8,103.549372,32.345426, Fault, Fault,137,52,2645.450062
5-1-19-8,103.549329,32.345447, Fault, Fault,116,55,2648.975208
5-1-19-8,103.549341,32.345434, Fault, Fault,120,56,2639.637562
5-1-19-8,103.549341,32.345434, Fault, Fault,113,50,2639.637562
5-1-19-8,103.549341,32.345437, Fault, Fault,127,55,2643.488148
5-1-19-8,103.549309,32.345441, Fault, Fault,123,88,2646.559925
5-1-19-8,103.549309,32.345441, Fault, Fault,128,80,2646.559925
5-1-19-8,103.5493,32.345488, Fault, Fault,168,75,2616.206898
5-1-19-8,103.549323,32.345566, Fault, Fault,156,61,2603.066029
5-1-19-8,103.54922,32.345489, Fault, Fault,147,51,2618.05724
5-1-19-8,103.549198,32.345505, Fault, Fault,144,69,2607.437611
5-1-19-8,103.549144,32.345547, Fault, Fault,114,67,2605.271107
5-1-19-8,103.54913,32.345564, Fault, Fault,131,77,2603.561634
5-1-19-8,103.549133,32.345507, Fault, Fault,127,72,2601.706165
5-1-19-8,103.548584,32.345488, Tr, Bedding,9,89,2600.298206
5-1-19-8,103.548321,32.345427, Fault, Fault,274,79,2635.072865
5-1-19-8,103.548321,32.345427, Fault, Fault,279,87,2635.072865
5-1-19-8,103.548317,32.345456, Fault, Fault,264,72,2636.836048
5-1-19-8,103.548296,32.345459, Fault, Fault,256,89,2631.753284
5-1-19-8,103.548317,32.345509, Fault, Fault,275,86,2632.643665
5-1-19-8,103.54829,32.3455, Fault, Fault,246,79,2633.009632
5-1-19-8,103.548296,32.345462, Fault, Fault,255,85,2632.038441
5-1-19-8,103.548296,32.345472, Fault, Fault,276,78,2635.412464
5-1-19-8,103.548304,32.345476, Fault, Fault,135,82,2634.259388
5-1-19-8,103.548294,32.345465, Fault, Fault,292,84,2631.315296
5-1-19-8,103.548309,32.345327, Fault, Fault,116,83,2637.431263
5-1-19-8,103.548338,32.345295, Fault, Fault,309,87,2634.897816
5-1-19-8,103.548153,32.345455, Tr, Bedding,28,80,2637.170765
5-1-19-8,103.548156,32.345455, Fault, Fault,286,72,2638.78722
5-1-19-8,103.548126,32.345481, Fault, Fault,276,61,2633.445423
5-1-19-8,103.548161,32.345507, Fault, Fault,291,77,2637.19347
5-1-19-8,103.548052,32.345505, Fault, Fault,131,86,2643.968128
5-1-19-7,103.541702,32.353606, Fault, Fault,96,86,2649.925892
5-1-19-7,103.541542,32.353644, Fault, Fault,99,85,2657.134632
5-1-19-7,103.541573,32.353704, Tr, Bedding,179,84,2654.374378
5-1-19-7,103.540032,32.355062, Fault, Fault,226,69,2653.610006
5-1-19-7,103.539983,32.355134, Fault, Fault,319,66,2657.539173
5-1-19-7,103.54008,32.355068, Fault, Fault,106,72,2647.191273
5-1-19-7,103.539666,32.355862, Tr, Bedding,209,74,2669.442493
5-1-19-6,103.52848,32.361405, Fault, Fault,113,70,2666.802845
5-1-19-6,103.528154,32.361515, Fault, Fault,123,80,2676.216175
5-1-19-6,103.528208,32.361559, Fault, Fault,121,74,2671.124134
5-1-19-6,103.528173,32.361644, Fault, Fault,187,39,2676.909534
5-1-19-6,103.528165,32.361641, Fault, Fault,277,75,2677.676624
5-1-19-6,103.528084,32.361759, Fault, Fault,130,71,2681.518665
5-1-19-6,103.528081,32.361733, Fault, Fault,127,67,2686.726673
5-1-19-6,103.528065,32.361721, Fault, Fault,123,80,2689.138294
5-1-19-6,103.528025,32.361704, Fault, Fault,123,78,2690.387074
5-1-19-6,103.528093,32.361763, Fault, Fault,136,52,2685.453724
5-1-19-6,103.528088,32.361749, Fault, Fault,125,55,2694.526722
5-1-19-6,103.528012,32.362124, Fault, Fault,150,31,2683.454945
5-1-19-6,103.527755,32.36211, Fault, Fault,150,58,2694.618031
5-1-19-6,103.527833,32.362267, Fault, Fault,192,41,2691.99181
5-1-19-6,103.528159,32.362317, Fault, Fault,173,49,2687.764271
5-1-19-6,103.527986,32.362488, Tr, Bedding,279,88,2694.004017
5-1-19-6,103.527991,32.36248, Tr, Bedding,101,85,2691.985706
5-1-19-5,103.518929,32.370193, Tr, Bedding,70,44,2705.413929
5-1-19-5,103.518929,32.370193, Fault, Fault,317,58,2705.413929
5-1-19-5,103.518929,32.370193, Fault, Fault,245,59,2705.413929
5-1-19-5,103.518851,32.37037, Fault, Fault,293,67,2709.77013
5-1-19-5,103.518821,32.370324, Fault, Fault,175,74,2707.890247
5-1-19-5,103.518952,32.370363, Tr, Bedding,66,38,2704.399769
5-1-19-4,103.514358,32.37635, Fault, Fault,279,82,2720.90099
5-1-19-4,103.514428,32.376351, Fault, Fault,335,70,2722.22179
5-1-19-4,103.514291,32.376682, Fault, Fault,335,74,2723.982777
5-1-19-4,103.514126,32.376464, Fault, Fault,321,76,2743.335072
5-1-19-4,103.514542,32.377808, Tr, Bedding,91,57,2716.352406
5-1-19-4,103.514391,32.377717, Fault, Fault,192,72,2722.251575
5-1-19-4,103.514355,32.377675, Fault, Fault,194,68,2724.544056
5-1-19-4,103.514283,32.377847, Tr, Bedding,81,64,2726.801868
5-1-19-4,103.510238,32.376986, Tr, Bedding,82,59,2752.163441
5-1-19-4,103.510241,32.377078, Fault, Fault,85,43,2759.535999
5-1-19-4,103.510322,32.377408, Fault, Fault,79,39,2757.465443
5-1-19-4,103.509686,32.376619, Fault, Fault,87,65,2757.567982
5-1-19-4,103.509964,32.376905, Fault, Fault,90,66,2755.477894
5-1-19-4,103.509494,32.376573, Fault, Fault,73,70,2773.432728
5-1-19-4,103.509883,32.375835, Fault, Fault,76,72,2800.91515
5-1-19-4,103.508708,32.377365, Fault, Fault,305,76,2743.911243
5-1-19-4,103.508742,32.377426, Fault, Fault,307,79,2739.449085
5-1-19-4,103.508406,32.377901, Tr, Bedding,8,39,2730.073841
5-1-19-4,103.508456,32.378346, Tr, Bedding,30,52,2734.249622
5-1-19-4,103.508482,32.378378, Fault, Fault,233,43,2732.909046
5-1-19-4,103.508483,32.378368, Fault, Fault,235,38,2734.976673
5-1-19-4,103.508467,32.378408, Fault, Fault,233,43,2738.767689
5-1-19-3,103.50298,32.378835, Tr, Bedding,158,63,2795.83849
5-1-19-3,103.50319,32.378853, Fault, Fault,160,62,2773.788685
5-1-19-3,103.50317,32.378832, Fault, Fault,161,62,2774.280628
5-1-19-3,103.502837,32.379013, Fault, Fault,200,57,2778.036488
5-1-19-3,103.503528,32.379178, Fault, Fault,185,53,2781.55138
5-1-19-3,103.503033,32.379922, Tr, Bedding,51,41,2740.807484
5-1-19-2,103.498131,32.381351, Fault, Fault,260,52,2763.606403
5-1-19-2,103.498065,32.381445, Tr, Bedding,358,32,2757.471882
5-1-19-2,103.497779,32.381479, Fault, Fault,280,83,2756.362263
5-1-19-2,103.497734,32.381547, Fault, Fault,35,62,2757.796833
5-1-19-2,103.497649,32.381578, Fault, Fault,106,51,2754.886433
5-1-19-2,103.497627,32.381582, Fault, Fault,77,54,2744.261677
5-1-19-2,103.497434,32.381581, Fault, Fault,181,86,2749.490681
5-1-19-2,103.497439,32.381563, Fault, Fault,171,89,2755.581501
5-1-19-2,103.497439,32.381563, Fault, Fault,350,88,2755.581501
5-1-19-2,103.497441,32.381565, Fault, Fault,166,83,2755.560505
5-1-19-2,103.497418,32.381536, Fault, Fault,267,81,2758.755573
5-1-19-2,103.497419,32.381543, Fault, Fault,259,79,2756.998493
5-1-19-2,103.497306,32.381598, Fault, Fault,167,72,2755.394001
5-1-19-2,103.49731,32.381624, Tr, Bedding,172,64,2757.11739
5-1-19-2,103.49733,32.381732, Tr, Bedding,354,32,2761.737507
5-1-19-1,103.483244,32.380235, Fault, Fault,300,56,2763.058552
5-1-19-1,103.482918,32.380234, Fault, Fault,254,44,2773.942097
5-1-19-1,103.482661,32.37997, Fault, Fault,237,52,2773.880329
5-1-19-1,103.482658,32.379974, Fault, Fault,238,64,2776.93819
5-1-19-1,103.482417,32.380123, Qo, Bedding,251,32,2763.155485
5-1-19-1,103.482186,32.38026, Fault, Fault,135,85,2773.106403
5-1-19-1,103.482039,32.380575, Fault, Fault,84,73,2768.450403
5-1-19-1,103.482076,32.380572, Fault, Fault,153,59,2769.567156
5-1-19-1,103.482055,32.380584, Fault, Fault,59,89,2766.188522
5-1-19-1,103.480534,32.381316, Fault, Fault,238,80,2769.250836
5-1-19-1,103.480534,32.381316, Fault, Fault,230,58,2769.250836
5-1-19-1,103.480534,32.381331, Fault, Fault,238,60,2769.419569
5-1-19-1,103.480578,32.381339, Fault, Fault,230,72,2770.208481
5-1-19-1,103.480578,32.381339, Fault, Fault,235,68,2770.208481
5-1-19-1,103.480563,32.381342, Fault, Fault,235,73,2769.164111
5-1-19-1,103.480555,32.381326, Fault, Fault,250,73,2768.3311
5-1-19-1,103.480608,32.381267, Fault, Fault,225,68,2753.511677
5-1-19-1,103.480628,32.381274, Fault, Fault,205,69,2773.110554
5-1-19-1,103.480628,32.381274, Fault, Fault,208,67,2773.110554
5-1-19-1,103.480691,32.381312, Qo, Bedding,260,25,2771.754841
5-1-19-1,103.480694,32.381256, Qo, Bedding,213,33,2759.01363
4-30-19-20,103.558479,32.341716, Fault, Fault,122,59,2630.473255
4-30-19-20,103.558451,32.341689, Fault, Fault,188,80,2631.622913
4-30-19-20,103.558403,32.341697, Fault, Fault,202,84,2618.993519
4-30-19-20,103.558492,32.341757, Fault, Fault,170,46,2626.226185
4-30-19-20,103.558615,32.341767, Fault, Fault,183,78,2626.442249
4-30-19-20,103.558492,32.341752, Fault, Fault,178,74,2624.799427
4-30-19-20,103.558387,32.341723, Fault, Fault,178,76,2621.301624
4-30-19-20,103.558496,32.341805, Fault, Fault,152,74,2624.361195
4-30-19-20,103.558496,32.341805, Fault, Fault,147,82,2624.361195
4-30-19-20,103.558654,32.341724, Tr, Cleavage,193,81,2622.574329
4-30-19-20,103.558651,32.341765, Fault, Fault,20,87,2630.24474
4-30-19-20,103.558682,32.341664, Fault, Fault,122,77,2620.479359
4-30-19-20,103.558611,32.341669, Fault, Fault,117,79,2620.519398
4-30-19-20,103.558755,32.341537, Fault, Fault,3,87,2631.96349
4-30-19-20,103.558735,32.341514, Fault, Fault,4,89,2628.223499
4-30-19-20,103.558705,32.341117, Fault, Fault,127,82,2618.781116
4-30-19-20,103.558743,32.341138, Fault, Fault,125,81,2620.079212
4-30-19-20,103.558795,32.341264, Fault, Fault,174,89,2624.1339
4-30-19-20,103.558767,32.341359, Fault, Fault,171,89,2625.553089
4-30-19-20,103.558771,32.341243, Fault, Fault,170,87,2618.961048
4-30-19-19,103.561828,32.341672, Fault, Fault,74,82,2617.130482
4-30-19-19,103.561839,32.341613, Fault, Fault,74,79,2612.005034
4-30-19-19,103.561827,32.341581, Fault, Fault,81,76,2612.790638
4-30-19-19,103.561821,32.341586, Fault, Fault,77,73,2613.519398
4-30-19-19,103.561801,32.341561, Tr, Bedding,85,76,2612.71764
4-30-19-18,103.567991,32.341303, Fault, Fault,79,62,2613.563343
4-30-19-18,103.567642,32.340807, Fault, Fault,118,89,2605.697376
4-30-19-18,103.567705,32.340194, Fault, Fault,106,81,2618.059681
4-30-19-18,103.567759,32.339668, Fault, Fault,134,88,2616.535511
4-30-19-18,103.567608,32.340533, Fault, Fault,22,89,2624.21056
4-30-19-18,103.567584,32.340414, Fault, Fault,5,84,2615.576038
4-30-19-18,103.567577,32.340214, Fault, Fault,14,79,2635.9547
4-30-19-18,103.567749,32.339788, Fault, Fault,355,55,2640.093861
4-30-19-18,103.567905,32.34132, Tr, Foliation,26,86,2611.80138
4-30-19-18,103.568108,32.341391, Fault, Fault,190,89,2605.937611
4-30-19-18,103.568135,32.341391, Fault, Fault,185,85,2608.387806
4-30-19-18,103.568332,32.341416, Fault, Fault,161,76,2610.365345
4-30-19-18,103.568325,32.341424, Fault, Fault,68,71,2614.837513
4-30-19-18,103.568568,32.340745, Fault, Fault,194,79,2629.75182
4-30-19-18,103.568592,32.340748, Fault, Fault,184,86,2623.593616
4-30-19-18,103.568446,32.341452, Fault, Fault,131,61,2612.989857
4-30-19-18,103.568423,32.341529, Fault, Fault,126,75,2612.382679
4-30-19-18,103.568327,32.341748, Fault, Fault,133,79,2605.871693
4-30-19-18,103.568353,32.341651, Fault, Fault,127,71,2610.006947
4-30-19-18,103.568317,32.341519, Fault, Fault,190,82,2611.851917
4-30-19-18,103.568328,32.341482, Fault, Fault,191,82,2608.216663
4-30-19-18,103.568276,32.34159, Fault, Fault,184,66,2596.973743
4-30-19-18,103.568275,32.341587, Fault, Fault,190,81,2600.024036
4-30-19-18,103.56826,32.341617, Fault, Fault,184,84,2602.940296
